Real o Pto.,Asiento ,Documento ,Proveedor,Detalle,Fecha_Contable,Fecha_Documento,Moneda, Precio Unitario,ARS,USD, Cantidad, Cuenta ,Cuenta,Área,Linea Negocio,Horario
P20,,8843379,Elex SRL,,8/1/2020,7/17/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,13688287,Stone S.A.,,8/1/2020,7/17/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,2335299,Elex SRL,,8/1/2020,7/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,276185,Elex SRL,,8/1/2020,7/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,12823239,Elex SRL,,8/1/2020,7/17/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,13202881,Stone S.A.,,8/1/2020,7/17/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,9913413,Elex SRL,,8/1/2020,7/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,12150072,Elex SRL,,8/1/2020,7/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,5179430,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,2521671,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,11189119,Elex SRL,,8/1/2020,7/17/2020,Dólares,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,11184792,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
P20,,9269538,Elex SRL,,8/1/2020,7/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,8196687,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
P20,,8162233,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,7355147,Elex SRL,,8/1/2020,7/17/2020,Dólares,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,4362087,Elex SRL,,8/1/2020,7/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
P20,,13816667,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,8442553,Elex SRL,,8/1/2020,7/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,1041205,Elex SRL,,8/1/2020,7/17/2020,Dólares,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,9650961,Elex SRL,,8/1/2020,7/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
P20,,8935795,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,7986718,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,9319882,Elex SRL,,8/1/2020,7/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
P20,,6474546,Elex SRL,,8/1/2020,7/17/2020,Dólares,658.4,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,7353937,Melbourne S.A.,,8/1/2020,7/17/2020,Pesos,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,2524819,Terra S.A.,,8/1/2020,7/17/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
P20,,8267449,Terra S.A.,,8/1/2020,7/17/2020,Dólares,37.47091932,"  3,639.18 ",  37.47 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,nocturno
P20,,4687021,Terra S.A.,,8/1/2020,7/17/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
P20,,10485160,Terra S.A.,,8/1/2020,7/17/2020,Pesos,321.7110694,"  31,244.58 ",  321.71 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
P20,,14342957,Terra S.A.,,8/1/2020,7/17/2020,Pesos,90.94183865,"  8,832.27 ",  90.94 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,nocturno
P20,,10957954,Terra S.A.,,8/1/2020,7/17/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,juj,diurno
P20,,9890619,Terra S.A.,,8/1/2020,7/17/2020,Dólares,152.8555347,"  14,845.33 ",  152.86 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
P20,,5263389,Stone S.A.,,8/1/2020,7/17/2020,Dólares,624,"  60,602.88 ",  624.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
P20,,6160575,Stone S.A.,,8/1/2020,7/17/2020,Pesos,1584,"  153,838.08 ","  1,584.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,11643703,Melbourne S.A.,,8/1/2020,7/17/2020,Pesos,584.3752345,"  56,754.52 ",  584.38 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,14811664,Stone S.A.,,8/1/2020,7/17/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sla,diurno
P20,,12675333,Melbourne S.A.,,8/1/2020,7/17/2020,Dólares,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,sla,diurno
P20,,10910030,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,4467406,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
P20,,1476222,Melbourne S.A.,,8/1/2020,7/17/2020,Dólares,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,13689947,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,11827524,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,1983139,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
P20,,7485871,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,4230363,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,449.6,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,nocturno
P20,,14278847,Elex SRL,,8/1/2020,7/17/2020,Dólares,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
P20,,9088159,FERNANDEZ y CIA,,8/1/2020,7/17/2020,Pesos,956,"  92,846.72 ",  956.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
P20,,11405152,Elex SRL,,8/1/2020,7/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,7755855,Elex SRL,,8/1/2020,7/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
P20,,14104448,Elex SRL,,8/1/2020,7/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,152122,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
P20,,3354481,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
P20,,9162766,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,-764,"- 74,199.68 ",- 764.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,2616329,BTG Transportes S.A.,,8/1/2020,7/17/2020,Dólares,-544,"- 52,833.28 ",- 544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,8057811,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,6133973,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,diurno
P20,,11626375,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,nocturno
P20,,4414256,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,diurno
P20,,14009615,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,brc,nocturno
P20,,9275901,Elex SRL,,8/1/2020,7/17/2020,Pesos,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,brc,diurno
P20,,14393220,FERNANDEZ y CIA,,8/1/2020,7/17/2020,Dólares,956,"  92,846.72 ",  956.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,brc,diurno
P20,,1485087,BTG Transportes S.A.,,8/1/2020,7/17/2020,Pesos,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,diurno
P20,,4923949,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,13278791,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
P20,,3716735,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,14758393,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,449.6,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,eze,nocturno
P20,,966287,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,6308984,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,366,"  71,091.84 ",  732.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,14634820,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,350920,Elex SRL,,9/1/2020,8/17/2020,Pesos,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,4630106,Elex SRL,,9/1/2020,8/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,9677616,Elex SRL,,9/1/2020,8/17/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,2964921,Stone S.A.,,9/1/2020,8/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,4723884,Elex SRL,,9/1/2020,8/17/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,6635555,Elex SRL,,9/1/2020,8/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,8616305,Elex SRL,,9/1/2020,8/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,1129109,Elex SRL,,9/1/2020,8/17/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,1112777,Stone S.A.,,9/1/2020,8/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,499430,Elex SRL,,9/1/2020,8/17/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,5621726,Elex SRL,,9/1/2020,8/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,6338752,Elex SRL,,9/1/2020,8/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,10844624,Elex SRL,,9/1/2020,8/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,12590617,Elex SRL,,9/1/2020,8/17/2020,Dólares,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,11391625,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
P20,,13738348,Elex SRL,,9/1/2020,8/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,2664493,Elex SRL,,9/1/2020,8/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,6176656,Elex SRL,,9/1/2020,8/17/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,1751444,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,13759313,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,1251016,Elex SRL,,9/1/2020,8/17/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
P20,,13147723,Elex SRL,,9/1/2020,8/17/2020,Dólares,658.4,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,9133631,Melbourne S.A.,,9/1/2020,8/17/2020,Pesos,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,9907276,Terra S.A.,,9/1/2020,8/17/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
P20,,10766832,Terra S.A.,,9/1/2020,8/17/2020,Pesos,37.47091932,"  3,639.18 ",  37.47 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,nocturno
P20,,10606952,Terra S.A.,,9/1/2020,8/17/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
P20,,6385730,Terra S.A.,,9/1/2020,8/17/2020,Dólares,321.7110694,"  31,244.58 ",  321.71 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
P20,,6701852,Terra S.A.,,9/1/2020,8/17/2020,Pesos,90.94183865,"  8,832.27 ",  90.94 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,nocturno
P20,,166543,Terra S.A.,,9/1/2020,8/17/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,juj,diurno
P20,,9359499,Terra S.A.,,9/1/2020,8/17/2020,Dólares,152.8555347,"  14,845.33 ",  152.86 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
P20,,4634107,Stone S.A.,,9/1/2020,8/17/2020,Dólares,624,"  60,602.88 ",  624.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
P20,,14696852,Stone S.A.,,9/1/2020,8/17/2020,Dólares,1584,"  153,838.08 ","  1,584.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,8594212,Melbourne S.A.,,9/1/2020,8/17/2020,Pesos,584.3752345,"  56,754.52 ",  584.38 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,13993108,Stone S.A.,,9/1/2020,8/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sla,diurno
P20,,1141577,Melbourne S.A.,,9/1/2020,8/17/2020,Dólares,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,sla,diurno
P20,,1669054,Melbourne S.A.,,9/1/2020,8/17/2020,Dólares,1106,"  107,414.72 ","  1,106.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,994528,Melbourne S.A.,,9/1/2020,8/17/2020,Dólares,1356.8,"  131,772.42 ","  1,356.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
P20,,1296514,Melbourne S.A.,,9/1/2020,8/17/2020,Dólares,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,2537657,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,2195369,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,9464107,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,13690411,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
P20,,8860309,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,5771550,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,449.6,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,nocturno
P20,,8306332,Elex SRL,,9/1/2020,8/17/2020,Pesos,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
P20,,3314272,Elex SRL,,9/1/2020,8/17/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,10632981,Elex SRL,,9/1/2020,8/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
P20,,9840434,Elex SRL,,9/1/2020,8/17/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,10446500,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
P20,,8247777,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
P20,,1870945,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,-764,"- 74,199.68 ",- 764.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,13662953,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,-544,"- 52,833.28 ",- 544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,13174826,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,894335,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,diurno
P20,,2848031,BTG Transportes S.A.,,9/1/2020,8/17/2020,Pesos,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,nocturno
P20,,8325860,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,brc,diurno
P20,,1185400,BTG Transportes S.A.,,9/1/2020,8/17/2020,Dólares,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,brc,nocturno
P20,,6298912,Elex SRL,,9/1/2020,8/17/2020,Dólares,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,brc,diurno
P20,,3681488,Elex SRL,,10/1/2020,9/16/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,1971315,Elex SRL,,10/1/2020,9/16/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,sfn,nocturno
P20,,9697905,Elex SRL,,10/1/2020,9/16/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,4096795,Elex SRL,,10/1/2020,9/16/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,13324200,Stone S.A.,,10/1/2020,9/16/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,1764262,Elex SRL,,10/1/2020,9/16/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,3685119,Elex SRL,,10/1/2020,9/16/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,res,nocturno
P20,,10914425,Elex SRL,,10/1/2020,9/16/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,924911,Elex SRL,,10/1/2020,9/16/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,10584401,Stone S.A.,,10/1/2020,9/16/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,5184254,Elex SRL,,10/1/2020,9/16/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,806453,Elex SRL,,10/1/2020,9/16/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,8562205,Elex SRL,,10/1/2020,9/16/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
